,Name.text,Name.href,Rank,Acceptance Rate,High School GPA,property5
1208,Southern California Institute of Architecture,http://premium.usnews.com/best-colleges/\%22/best-colleges/southern-california-institute-of-architecture-20758\%22,"Unranked, Arts Schools",79.43%,3.1,1343 / 32
1209,Southern Connecticut State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southern-connecticut-state-university-1406\%22,"RNP, Regional Universities (North)",75.45%,2.8,1050 / 22
1210,Southern Illinois University--Carbondale,http://premium.usnews.com/best-colleges/\%22/best-colleges/southern-illinois-university-carbondale-1758\%22,"#177, National Universities",51.42%,2.8,1120 / 24
1212,Southern Methodist University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southern-methodist-university-3613\%22,"#60, National Universities",53.77%,3.6,1370 / 31
1214,Southern New Hampshire University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southern-new-hampshire-university-2580\%22,"Unranked, Regional Universities (North)",80.73%,3.1,1100
1215,Southern Oregon University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southern-oregon-university-3219\%22,"RNP, Regional Universities (West)",92.05%,3.3,1130 / 26
1216,Southern Polytechnic State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southern-polytechnic-state-university-1570\%22,"#89, Regional Universities (South)",78.96%,3.3,1235 / 26
1219,Southern Utah University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southern-utah-university-3678\%22,"#71, Regional Universities (West)",57.33%,3.5,1130 / 26
1225,Southwestern Adventist University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southwestern-adventist-university-3619\%22,"Unranked, Regional Colleges (West)",44.08%,3.2,1030 / 22
1226,Southwestern Assemblies of God University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southwestern-assemblies-of-god-university-3616\%22,"RNP, Regional Universities (West)",56.96%,3.3,1110 / 24
1229,Southwestern College,http://premium.usnews.com/best-colleges/\%22/best-colleges/southwestern-college-1940\%22,"#83, Regional Universities (Midwest)",87.91%,3.4,1040 / 25
1230,Southwestern Oklahoma State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/southwestern-oklahoma-state-university-3181\%22,"RNP, Regional Universities (West)",90.91%,3.4,N/A / 24
1232,Spalding University,http://premium.usnews.com/best-colleges/\%22/best-colleges/spalding-university-1960\%22,"RNP, National Universities",29.33%,3.2,1046 / 22
1233,Spelman College,http://premium.usnews.com/best-colleges/\%22/best-colleges/spelman-college-1594\%22,"#65, National Liberal Arts Colleges",38.03%,3.6,1153 / 27
1234,Spring Arbor University,http://premium.usnews.com/best-colleges/\%22/best-colleges/spring-arbor-university-2318\%22,"#60, Regional Universities (Midwest)",70.49%,3.4,1300 / 26
1235,Spring Hill College,http://premium.usnews.com/best-colleges/\%22/best-colleges/spring-hill-college-1041\%22,"#16, Regional Universities (South)",47.46%,3.4,1220 / 26
1236,Springfield College,http://premium.usnews.com/best-colleges/\%22/best-colleges/springfield-college-2211\%22,"#37, Regional Universities (North)",66.78%,3.1,1130
1237,St. Ambrose University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-ambrose-university-1889\%22,"#30, Regional Universities (Midwest)",73.19%,3.3,N/A / 26
1238,St. Anselm College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-anselm-college-2587\%22,"#120, National Liberal Arts Colleges",74.74%,3.2,1210 / 27
1241,St. Augustine's University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-augustines-university-2968\%22,"#73, Regional Colleges (South)",47.09%,2.4,850 / 17
1242,St. Bonaventure University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-bonaventure-university-2817\%22,"#33, Regional Universities (North)",79.07%,3.3,1170 / 26
1244,St. Catherine University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-catherine-university-2342\%22,"#13, Regional Universities (Midwest)",58.71%,3.6,1130 / 26
1246,St. Cloud State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-cloud-state-university-2377\%22,"#83, Regional Universities (Midwest)",89.67%,3.1,1140 / 23
1248,St. Francis College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-francis-college-2820\%22,"#25, Regional Colleges (North)",73.57%,2.9,1040 / 22
1252,St. John Fisher College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-john-fisher-college-2821\%22,"#142, National Universities",64.18%,3.5,1160 / 26
1257,St. John's University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-johns-university-2379\%22,"#76, National Liberal Arts Colleges",74.80%,3.5,1200 / 28
1258,St. John's University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-johns-university-2823\%22,"#152, National Universities",53.16%,3.3,1210 / 27
1260,St. Joseph's College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-josephs-college-1833\%22,"#28, Regional Colleges (Midwest)",61.76%,3.1,1045 / 25
1262,St. Joseph's College New York,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-josephs-college-new-york-2825\%22,"#48, Regional Universities (North)",70.89%,3.4,1170 / 25
1263,St. Joseph's University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-josephs-university-3367\%22,"#11, Regional Universities (North)",78.30%,3.4,1220 / 27
1265,St. Leo University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-leo-university-1526\%22,"#55, Regional Universities (South)",84.78%,3.5,1100 / 23
1267,St. Louis University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-louis-university-2506\%22,"#101, National Universities",63.66%,3.8,1330 / 30
1269,St. Martin's University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-martins-university-3794\%22,"#49, Regional Universities (West)",82.30%,3.4,1170 / 25
1270,St. Mary's College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-marys-college-1836\%22,"#76, National Liberal Arts Colleges",84.75%,3.8,1233 / 28
1271,St. Mary's College of California,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-marys-college-of-california-1302\%22,"#11, Regional Universities (West)",65.60%,3.6,1210 / 27
1272,St. Mary's College of Maryland,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-marys-college-of-maryland-2095\%22,"#89, National Liberal Arts Colleges",72.04%,3.3,1320 / 30
1274,St. Mary's University of Minnesota,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-marys-university-of-minnesota-2380\%22,"#173, National Universities",78.99%,3.2,1075 / 25
1275,St. Mary's University of San Antonio,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-marys-university-of-san-antonio-3623\%22,"#27, Regional Universities (West)",54.86%,3.0,1130 / 25
1276,St. Mary-of-the-Woods College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-mary-of-the-woods-college-1835\%22,"#18, Regional Colleges (Midwest)",63.68%,3.2,1060 / 23
1277,St. Michael's College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-michaels-college-3694\%22,"#89, National Liberal Arts Colleges",77.98%,3.5,1250 / 28
1278,St. Norbert College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-norbert-college-3892\%22,"#134, National Liberal Arts Colleges",80.35%,3.5,N/A / 27
1279,St. Olaf College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-olaf-college-2382\%22,"#52, National Liberal Arts Colleges",60.38%,3.6,1400 / 31
1281,St. Peter's University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-peters-university-2638\%22,"#101, Regional Universities (North)",60.60%,3.1,1030 / 21
1283,St. Thomas Aquinas College,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-thomas-aquinas-college-2832\%22,"#135, Regional Universities (North)",77.66%,2.9,1090 / 25
1284,St. Thomas University,http://premium.usnews.com/best-colleges/\%22/best-colleges/st-thomas-university-1468\%22,"#62, Regional Universities (South)",45.67%,3.0,1010 / 21
1290,Sterling College,http://premium.usnews.com/best-colleges/\%22/best-colleges/sterling-college-1945\%22,"#61, Regional Colleges (Midwest)",51.49%,3.3,1050 / 25
1292,Stetson University,http://premium.usnews.com/best-colleges/\%22/best-colleges/stetson-university-1531\%22,"#5, Regional Universities (South)",60.35%,3.8,1260 / 28
1293,Stevens Institute of Technology,http://premium.usnews.com/best-colleges/\%22/best-colleges/stevens-institute-of-technology-2639\%22,"#82, National Universities",42.72%,3.9,1390 / 32
1294,Stevenson University,http://premium.usnews.com/best-colleges/\%22/best-colleges/stevenson-university-2107\%22,"#87, Regional Universities (North)",58.74%,3.4,1090 / 24
1295,Stillman College,http://premium.usnews.com/best-colleges/\%22/best-colleges/stillman-college-1044\%22,"RNP, National Liberal Arts Colleges",40.95%,2.9,982 / 19
1296,Stonehill College,http://premium.usnews.com/best-colleges/\%22/best-colleges/stonehill-college-2217\%22,"#115, National Liberal Arts Colleges",79.94%,3.3,1250 / 27
1297,Stony Brook University--SUNY,http://premium.usnews.com/best-colleges/\%22/best-colleges/stony-brook-university-suny-2838\%22,"#82, National Universities",40.06%,3.7,1340 / 29
1299,Suffolk University,http://premium.usnews.com/best-colleges/\%22/best-colleges/suffolk-university-2218\%22,"#60, Regional Universities (North)",78.36%,3.2,1130 / 24
1302,SUNY Buffalo State,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-buffalo-state-2842\%22,"#101, Regional Universities (North)",45.79%,3.0,1070
1303,SUNY College of Agriculture and Technology--Cobleskill,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-college-of-agriculture-and-technology-cobleskill-2856\%22,"#36, Regional Colleges (North)",93.95%,2.2,1010 / 22
1306,SUNY College of Technology--Canton,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-college-of-technology-canton-2855\%22,"RNP, Regional Colleges (North)",67.18%,2.8,1030 / 22
1307,SUNY College of Technology--Delhi,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-college-of-technology-delhi-2857\%22,"#29, Regional Colleges (North)",57.32%,2.7,1000 / 22
1308,SUNY College--Cortland,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-college-cortland-2843\%22,"#69, Regional Universities (North)",44.49%,3.7,1190
1309,SUNY College--Old Westbury,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-college-old-westbury-7109\%22,"RNP, National Liberal Arts Colleges",52.01%,3.1,1070 / 22
1310,SUNY College--Oneonta,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-college-oneonta-2847\%22,"#66, Regional Universities (North)",43.14%,3.6,1180 / 26
1314,SUNY Institute of Technology--Utica/Rome,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-institute-of-technology-uticarome-11678\%22,"#109, Regional Universities (North)",38.85%,3.4,1160 / 24
1317,SUNY--Fredonia,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-fredonia-2844\%22,"#60, Regional Universities (North)",51.54%,3.4,1150 / 26
1318,SUNY--Geneseo,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-geneseo-2845\%22,"#15, Regional Universities (North)",45.66%,3.6,1390 / 29
1319,SUNY--New Paltz,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-new-paltz-2846\%22,"#33, Regional Universities (North)",43.59%,3.5,1220 / 27
1320,SUNY--Oswego,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-oswego-2848\%22,"#69, Regional Universities (North)",48.42%,3.5,1200 / 26
1321,SUNY--Plattsburgh,http://premium.usnews.com/best-colleges/\%22/best-colleges/suny-plattsburgh-2849\%22,"#81, Regional Universities (North)",45.62%,3.2,1170 / 25
1322,Susquehanna University,http://premium.usnews.com/best-colleges/\%22/best-colleges/susquehanna-university-3369\%22,"#115, National Liberal Arts Colleges",75.53%,3.3,1210 / 28
1324,Sweet Briar College,http://premium.usnews.com/best-colleges/\%22/best-colleges/sweet-briar-college-3742\%22,"#110, National Liberal Arts Colleges",79.29%,3.5,1180 / 27
1325,Syracuse University,http://premium.usnews.com/best-colleges/\%22/best-colleges/syracuse-university-2882\%22,"#62, National Universities",51.34%,3.6,1270 / 28
1326,Tabor College,http://premium.usnews.com/best-colleges/\%22/best-colleges/tabor-college-1946\%22,"#50, Regional Colleges (Midwest)",85.01%,3.3,1070 / 25
1329,Taylor University,http://premium.usnews.com/best-colleges/\%22/best-colleges/taylor-university-1838\%22,"#1, Regional Colleges (Midwest)",83.55%,3.7,1310 / 30
1330,Temple University,http://premium.usnews.com/best-colleges/\%22/best-colleges/temple-university-3371\%22,"#121, National Universities",67.23%,3.4,1210 / 26
1332,Tennessee Technological University,http://premium.usnews.com/best-colleges/\%22/best-colleges/tennessee-technological-university-3523\%22,"#32, Regional Universities (South)",97.35%,3.5,1250 / 26
1333,Tennessee Wesleyan College,http://premium.usnews.com/best-colleges/\%22/best-colleges/tennessee-wesleyan-college-3525\%22,"#41, Regional Colleges (South)",75.79%,3.3,1070 / 24
1334,Texas A&M International University,http://premium.usnews.com/best-colleges/\%22/best-colleges/texas-am-international-university-9651\%22,"#87, Regional Universities (West)",47.73%,3.7,1000 / 20
1337,Texas A&M University--Corpus Christi,http://premium.usnews.com/best-colleges/\%22/best-colleges/texas-am-university-corpus-christi-11161\%22,"RNP, National Universities",89.69%,3.3,1080 / 23
1339,Texas A&M University--Kingsville,http://premium.usnews.com/best-colleges/\%22/best-colleges/texas-am-university-kingsville-3639\%22,"RNP, National Universities",92.78%,3.2,N/A / 21
1340,Texas A&M University--Texarkana,http://premium.usnews.com/best-colleges/\%22/best-colleges/texas-am-university-texarkana-31703\%22,"RNP, Regional Universities (West)",34.52%,3.8,1060 / 23
1343,Texas Lutheran University,http://premium.usnews.com/best-colleges/\%22/best-colleges/texas-lutheran-university-3641\%22,"#3, Regional Colleges (West)",52.59%,3.6,1120 / 24
1344,Texas Southern University,http://premium.usnews.com/best-colleges/\%22/best-colleges/texas-southern-university-3642\%22,"RNP, National Universities",53.14%,3.0,900 / 19
1348,Texas Wesleyan University,http://premium.usnews.com/best-colleges/\%22/best-colleges/texas-wesleyan-university-3645\%22,"#39, Regional Universities (West)",55.05%,3.4,1100 / 24
1349,Texas Woman's University,http://premium.usnews.com/best-colleges/\%22/best-colleges/texas-womans-university-3646\%22,"RNP, National Universities",86.20%,3.3,1040 / 21
1350,The Catholic University of America,http://premium.usnews.com/best-colleges/\%22/best-colleges/the-catholic-university-of-america-1437\%22,"#121, National Universities",63.15%,3.4,1220 / 27
1351,The Citadel,http://premium.usnews.com/best-colleges/\%22/best-colleges/the-citadel-3423\%22,"#4, Regional Universities (South)",80.41%,3.5,1190 / 25
1352,The Sage Colleges,http://premium.usnews.com/best-colleges/\%22/best-colleges/the-sage-colleges-2810\%22,"#101, Regional Universities (North)",55.49%,3.1,1070 / 26
1354,Thomas Aquinas College,http://premium.usnews.com/best-colleges/\%22/best-colleges/thomas-aquinas-college-10448\%22,"#61, National Liberal Arts Colleges",80.61%,3.8,1360 / 29
